LSR_GOODS_CD,LSR_GOODS_NM,CSTMR_INQRY_CTTPLC_DC
73261,[특가★] 감성빠지 비버네 선착장 수상레저,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73262,[서울 영등포] 아쿠아플라넷 63 옥토넛pkg,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73263,[경기 가평] ★무제한 특가★ 북한강 포시즌 수상레저 빠지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73264,[★특가] 가평에서 제일 큰 텐파크 수상레저,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73265,[김해] 롯데워터파크 골드시즌 이용권 (07/10~08/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73266,[전남 여수] 여수예술랜드 리조트 (7/23~8/14),* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)   - (야놀자 고객센터로 문의 시 국내숙소(1)가 아닌 레저티켓(2)으로 문의 부탁드립니다.)
73268,[특가★] 에버랜드 종일이용권 (방문날짜 지정) (~7/28),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73273,[★특가] 알파카월드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73274,[인천] 파라다이스시티 씨메르 찜질권(~8/31),* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73275,[서울 영등포] 씨랄라 사우나 입장권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73276,[★특가] 아쿠아플라넷 제주,* 업체명 : ㈜야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73277,[완주] 청정 사계절썰매&물놀이 패키지,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73278,[경기 가평] 모비딕청춘코스와 엘리시안강촌리조트의 대박나는 수상패키지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73280,[인천] 파라다이스시티 씨메르 아쿠아스파권(~8/31),* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73281,[전남 여수] 미남크루즈 + 카페너울 PKG 7~8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73282,[서울] 아쿠아플라넷 63,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73383,[용인] [대학생특가] 에버랜드 2인 종일권(~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73384,[용인/기흥] 루프앤클라우드 스포츠 테마파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 18:00 (연중무휴)
73385,[인천] 파라다이스시티 원더박스 이용권 (8/1 ~ 8/31),* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73386,[경기 광명] 광명동굴,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73387,[★특가] 전남 화순 금호리조트 아쿠아나 오픈 이벤트,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73389,[경기 광명] 광명동굴 야간권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73390,[경기 포천] 어메이징파크+코버월드pkg,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73391,[가평] 크리스월드 수상레저,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73399,[양산] 레이싱을 즐겨라 에덴밸리 루지 이용권,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73400,[전남 화순] 금호리조트 아쿠아나 이용권 골드시즌,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73401,[전남 화순] 금호리조트 아쿠아나 이용권 실버시즌,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73402,[경기 가평] 캠프통 포레스트 골드시즌 3,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73403,[경기 가평] 캠프통 포레스트 골드시즌 1,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73410,[경기 가평] 가평수상레저 방탄빠지단,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73411,[경기 가평] 캠프통 아일랜드 골드시즌 3 이용권(8/7~8/16),* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73412,[경기 가평] 캠프통 아일랜드 골드시즌 2,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73413,[경기 가평] 캠프통 포레스트 골드시즌 2,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73414,[서울 영등포] 씨랄라 워터파크 오후권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73415,[경기 가평] 캠프통 아일랜드 골드시즌 1,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73416,[★릴레이특가] 가평 빠지 수상레저  TOP 3,• 문의전화 : 1644-1346 (야놀자고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73519,[충남 부여] 백제문화단지 입장권,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73520,[강원 홍천] 비발디파크 오션월드 썸머시즌 특가,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(09:00-18:00)
73521,[강원 홍천] 비발디파크 오션월드 썸머시즌 상시,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(09:00-18:00)
73522,[충남 천안] 오션어드벤쳐 커플권 특가,업체명 : (주)야놀자 문의전화 : 1599-8370(야놀자 고객센터) 상담시간 : 09:00 ~ 19:00
73812,[경기 시흥] 클라임잇 클라이밍 목감점,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73813,[제주] 우도 카페아이니ZOO (애니멀카페),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73814,[제주] 곱은달 반지만들기 체험,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73817,[전남 여수] 여수해상짚트랙+아쿠아플라넷 여수,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73818,[경기 시흥] 웨이브파크 웨이브존 7월 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73819,[제주] 제주 이호해양레저,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73820,[강원 평창] 휘닉스평창 블루캐니언 워터파크 블루 TOP 시즌이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73821,[특가★] 용인 하이브 패밀리 테마파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73822,[전남 여수] 여수 유월드 + 여수 아쿠아플라넷 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73823,[★릴레이특가] 에버랜드 종일이용권(~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73829,[HI STORY 경북 김천사명대사공원] 전통차세트 (다과세트),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73846,[강원 양양] 양양 오션플레이 서핑스쿨PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73847,[제주 제주] 이호해양레저 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73848,[경기 안성] 아쿠아필드 안성점 찜질스파 (7/17~8/16),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73849,[경남 창원] 마산 로봇랜드 파크 패밀리권 주중권 (~08/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73850,[제주 서귀포] 제주 아쿠아플라넷 + 스타벅스 pkg,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73851,[용인] 캐리비안베이 골드 종일이용권(방문날짜지정) 특가 (~8/22),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73852,대구 네이처파크 가을 입장권(~9/17),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73853,[경남 창원] 마산 로봇랜드 파크 패밀리권 주말권 (~08/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73854,[경기 고양] 아쿠아필드 루프탑풀/복합권 고양점(~8/16),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73855,[HI STORY 경북 김천사명대사공원] 운세뽑기&인생샷 토퍼,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73856,[경기 안성] 아쿠아필드 안성점 워터파크/복합권 (~8/16),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73857,[특가★] [김해] 롯데워터파크 골드시즌 이용권 단독 3차 특가(-08/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73858,[★특가] 여수 미남크루즈 + 카페너울 PKG 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73859,[강원 평창] 용평리조트 용평워터파크 그린/피크시즌 입장권(-8/22),- 문의전화 : 1644-1346 (레저큐 고객센터) - 상담시간 : 09:00~19:00 (연중무휴)
73860,[경기 가평] 캠프통 포레스트 특가,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73861,[HI STORY 경북 김천사명대사공원] 한복 프로필촬영 한복남,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73862,[경남 창원] 마산 로봇랜드 하계 더블할인 주중권(~08/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73863,[경남 창원] 마산 로봇랜드 하계 더블할인 주말권(~08/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73864,[특가★] 양평 양떼목장,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73866,[경기 하남] 아쿠아필드 워터파크/복합권 하남점 (7/17~8/16),* 문의전화 : 1599-8370(야놀자 고객만족실) * 상담시간 : 09:00~19:00
73867,[경기 일산] 일산 아쿠아플라넷+로라비트 이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73868,[강원 평창] 비엔나 인형 박물관,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73869,[경기 하남] 아쿠아필드 찜질스파 하남점(7/17~8/16),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73870,[충북 제천] 제천 해브나인 힐링 스파(7/16~8/29),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73871,[경기 고양] 아쿠아필드 찜질스파 고양점(~8/16),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73872,[충남 예산] 덕산 스플라스 (7/24~8/22),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73873,[충남 태안] 아일랜드 리솜 오아식스 선셋스파 (7/24~8/22),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73874,[강원 춘천] 샘마을 레저파크 (7/17~8/22),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73875,[경기 가평] 가평 빠지 신규 오픈 나니야 수상레저,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73876,[대구] 워터파크 스파밸리 골드시즌(7/17~),* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)
73877,[경북 경주] 캠프VR 경주밀레니엄점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73878,[제주 서귀포] 다이나믹메이즈,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
73879,[대구 달성] 워터파크 스파밸리 골드시즌 커플권,* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)
73880,[충남 천안] 천안 오션어드벤처 골드시즌 종일권,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
73881,[특가★] 알펜시아 오션 700 종일권 (7/21~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73883,[전북 고창] 석정휴스파 골드시즌 스파+온천이용권 (7/24~8/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73884,[전북 고창] 석정휴스파 온천이용권(~8/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73886,[전국] 펀토리하우스 5개점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73887,[용인] 로만바스 온천+워터파크+찜질 pkg (7/24~8/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73888,[대구] 엑스코 상상체험 키즈월드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73889,[용인] ★특가★ 에버랜드 오후이용권 A3 (~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73890,[특가★] 에버랜드 종일이용권+푸바오볼펜1세트 증정 (날짜지정상품) (~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
73891,[HI STORY 경북 김천사명대사공원] 반려동물 프로필촬영 견생사진관,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74044,[칠곡]가산수피아 물놀이뜰 패키지 :  썸머수피아,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74045,[경기 양평] 한화리조트 양평 야외수영장 (~8/29),* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74046,[대구 달성] 네이처파크 야간권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74047,[전남 나주] 중흥 골드스파&리조트 워터락,• 문의전화 : 1599-8370(레저큐 고객만족실) • 상담시간 : 09:00~19:00(연중무휴)
74052,[남해] 노랑 고카트&카라반,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74095,"[★초특가] 가평빠지 가평수상레저, 친절한수상레저",* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74097,[★특가] 캘리포니아비치 골드시즌 이용권(~8/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74099,[★특가] 가평 빠지 수상레저 TOP3,• 문의전화 : 1644-1346 (야놀자고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74100,[★릴레이특가] 홍천 알파카월드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74101,[★특가] 이랜드크루즈 스토리 크루즈 특가,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74102,[경기 포천] 신북온천 스프링폴+허브아일랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74103,[경기 포천] 신북온천 온천사우나,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74104,[여수] 오동도 모터보트 (갈매기호),* 업체명 : ㈜야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74105,[전남 여수] 여수 아쿠아플라넷 + 여수지역 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74106,[특가★] [김해] 롯데워터파크 골드시즌 이용권 단독 4차 특가(-08/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74107,[전남 여수] 아쿠아플라넷+블루요트 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74108,[제주 제주] 동부 버스투어 트립이즈마인,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74109,[특가★] 제주 아쿠아플라넷,* 업체명 : ㈜야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74110,[특가★] 여수 아쿠아플라넷 7월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74111,[경기 부천] 부천 디지털 키즈카페 플랜디 (~8/31),• 문의전화 : 1599-8370 (가자고 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74113,[한화] 설악워터피아 골드시즌 입장권 (7/17~8/22),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74114,[경기 시흥] 웨이브파크 웨이브존 7월 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74115,[충남 천안] 히어로 플레이파크(8/1~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74116,[경기 이천] 별빛정원우주 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74117,[경북 경주] 경주 버드파크 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74118,[강원 동해] 동해보양온천 (8/1~9/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74119,[경기 시흥] 아시아최초 서핑테마파크 웨이브파크 서프존 특가 (~8/29),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74120,[경주] 한화리조트 뽀로로 아쿠아빌리지 성수기시즌,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74121,[대구 달성] 워터파크 스파밸리 골드시즌 낮 12시권,* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)
74122,[언양] 자수정 워터파크 (취사가능),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74123,[대구] 동성로패스 대관람차+해피빌런즈 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74124,[대구] 대구 동성로패스 말랑캣+타로 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74125,[대구] 대구 동성로패스 볼링+짱오락실 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74126,[대구] 동성로패스 방탈출+보드게임 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74127,[경기 오산] 오산 버드파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74128,[경기 용인] ★815특가★ 에버랜드 오후이용권(8/9~8/22),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74129,[경기 시흥] 서핑테마파크 웨이브파크 서프존(~08/29),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74130,"[경남 거제]  아라베이 제트보트, 패러세일링, 수상레저",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74131,[경기 시흥]  웨이브파크 웨이브존 이용권(~08/29),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74132,[특가★][경기 용인] 캐리비안베이 오후권(A1) (~8/31),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74133,[제주] 수목원 테마파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74134,[경기 과천] 서울랜드 AFTER6 파크 이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74272,키자니아 서울/부산 어린이 체험테마파크 (8월),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74273,[특가★][충남 천안] 천안 오션어드벤처 after13,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74274,[★단독] 오션월드 after14/종일권 특가,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(09:00-18:00)
74275,[경북투어패스] 영주투어패스 48시간권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74276,[합천] 워터월드 수상레저타운,* 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74278,[경남 부산] 바운스 트램폴린 파크 부산 용호W 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74279,[★특가] 블랙스톤 벨포레 루지 (~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74282,[경기 용인] 바운스 트램폴린 파크 죽전센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74285,[서울 노원] 바운스 트램폴린 월계센터점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74286,[★특가] 수상레저 가평빠지 칸 수상레저,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74289,[경기 수원] 바운스 슈퍼파크 수원 영통 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74290,[서울 강남] 바운스 트램폴린 파크 삼성 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74291,[경북 구미] 바운스 트램폴린 구미센터점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74292,[전국] 9개점 코코몽키즈랜드 키즈카페 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74293,[경북 안동] 임하호 유일 빠지 아쿠아수상레저,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74294,[서울 서초] 바운스 트램폴린 반포센터점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74295,[제주] 액트몬 중문점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74296,[경남 거제] 바운스 트램폴린 거제 한화 벨버디어센터점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74297,[광주 서구] 바운스 트램폴린 파크 광주상무센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74319,[서울 송파] 롯데월드아쿠아리움+서울스카이 패키지권,"* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)  [고객센터]  - ㈜스마트인피니 : 1661-1063   - (운영시간 09시~18시, 점심시간 12시~13시, 연중무휴)"
74322,[대구 달서] 이월드 연간회원권 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74323,[서울 송파] 롯데월드 아쿠아리움 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74324,[서울 송파] 롯데월드 별밤 아쿠아리움 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74327,[대구 달서] 이월드 자유이용권 (-08/31),* 고객센터 : 1599-8370 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74328,[특가★] 용인 캐리비안베이 골드 종일이용권 (~8/31),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74329,[서울 삼성] 코엑스아쿠아리움 무제한 이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74330,[★특가] 홍천 알파카월드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74332,[★특가] 가평 AT수상레저,• 문의전화 : 1644-1346 (야놀자고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74334,[★특가] 가평 워터플레이 수상레저,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00~19:00
74335,[용인] 에버랜드 종일이용권 (방문날짜 지정) (7/29~9/2),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74336,[특가★] 가평 레저캠프 수상레저,• 문의전화 : 1644-1346 (야놀자고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74337,[용인] 에버랜드 종일이용권(~9/2),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74338,[경기 과천] 서울랜드 어린이 종일 파크이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74339,[제주 서귀포] 제주 아쿠아플라넷 패키지권+입장권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74340,[경기 시흥] 웨이브파크 스쿠버다이빙 특가★,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
