LSR_GOODS_CD,LSR_GOODS_NM,RFN_POLICY_DC
82153,[제주] 카멜리아 힐,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82154,[제주 서귀포] 토종 흑염소 목장,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82155,[제주] 윈드 1947 서바이벌,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82156,[강릉] 아르떼뮤지엄,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82157,[강원 양양] 양양 오션플레이 재개장 특가,* 미사용 시 100%환불 * 부분사용 후 부분취소/환불불가 * 사용 후 취소/환불 절대 불가
82159,[여수] 미남크루즈+카페너울 PKG 4월 특가,"* 이용 1일 전 취소신청시 100% 환불가능 * 이용 당일 취소신청 및 환불 불가 * 기상악화, 천재지변, 선박의 이상상태, 관할 경찰의 출입항 통제, 모객 부족 등 운항이 불가능하여 취소되는 경우 : 전액환불 * 예약 후 개인사정으로 인하여 예약 취소 및 변심 또는 지연 도착으로 인한 승선 불가 : 환불 규정 적용 * 승선 1일전 취소 시 : 전액환불 * 승선 당일 취소 시 : 환불 불가  * 예약 후 즉시 취소하시는 경우도 승선일 기준으로 환불규정에 따라 적용되니 필히 검토 후 예약을 진행하시기 바랍니다."
82160,[서울 송파] 롯데월드 아쿠아리움 연간 마린프렌즈권 3월 특가★,* 본 티켓은 부분취소/부분환불 절대 불가합니다.
82161,[제주] 윈드1947 카트 특가,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82162,[2022] 용평리조트 발왕산관광케이블카&스카이워크 단독특가 (~05/31),★ 티켓 발권 후 환불 불가★  * ※ 취소/환불규정 - 유효기간 내 미사용티켓 100% 환불가능 - 유효기간 후 미사용티켓 100% 환불가능 - 사용한 티켓은 환불 불가능합니다.
82163,[오픈특가]비발디파크 오션월드 워터파크 입장권(~5/31),* 본 상품은 사용기간내 100% 환불 가능 * 부분환불 및 중복할인 불가 * 사용한 티켓 환불 불가
82164,[여수] 아르떼뮤지엄,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82165,요기요상품권 5만원권,"* [환불규정]   - 사용한 티켓은 환불 불가능합니다. (쿠폰이 적용되어 요기요 할인을 받은경우)   - 유효기간 내 미사용 티켓 100% 환불 가능 합니다.   - 유효기간 연장불가하며, 유효기간 종료 후 미사용티켓 100% 자동 환불 됩니다.   - 요기요 앱 내 쿠폰을 등록하고 미사용 했을 경우 환불 가능 합니다.  * [상품문의 및 취소]   - (주)야놀자   - 고객센터 : 1644-1346   - 운영시간 : 09:00 ~ 19:00 (연중무휴)"
82166,[야놀자숙소이벤트전용] 요기요상품권 1만원권,"* [환불규정]   - 사용한 티켓은 환불 불가능합니다. (쿠폰이 적용되어 요기요 할인을 받은경우)   - 유효기간 내 미사용 티켓 100% 환불 가능 합니다.   - 유효기간 연장불가하며, 유효기간 종료 후 미사용티켓 100% 자동 환불 됩니다.   - 요기요 앱 내 쿠폰을 등록하고 미사용 했을 경우 환불 가능 합니다.  * [상품문의 및 취소]   - (주)야놀자   - 고객센터 : 1644-1346   - 운영시간 : 09:00 ~ 19:00 (연중무휴)"
82167,[대구] 동성로 스파크랜드 특가★,* 1. 유효기간 내 취소 접수 시 100% 환불. * 2. 유효기간 종료 후 환불불가.
82168,[대구] 동성로 해피빌런즈 테마파크 특가★,* 1. 유효기간 내 취소 접수 시 100% 환불. * 2. 유효기간 종료 후 환불불가.
82174,[부산 해운대] 부산 요트투어 요트G 퍼블릭투어,"* ※해당 티켓은 예약시 사용처리 됩니다.  * [예약 전 환불 규정] * 유효기간 내 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.  * [예약 후 환불 규정] * 출항일 3일전 : 총 운임의 100% 환불 및 변경 가능 * 출항일 2일전 : 총 운임의 70% 환불 * 출항일 1일전 : 총 운임의 50% 환불 * 출항 당일 및 노쇼 : 환불 불가 (단, 기상 악화로 인한 운항이 불가시 전액 환불해드립니다.)"
82176,[제주 서귀포] 윈드1947 카트,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82177,[제주] 더 숲 아로마 앤 테라피,"* 구매후 이용 3시간 전까지 100 % 환불, 이후 환불 불가 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가"
82178,[제주] 제주투어패스 자유이용권 타임제로,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82179,[충남 천안] 히어로 플레이파크(~3/31),* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
82180,[경주] 포토 테마파크 렛미체인지(셀프 포토존),* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82181,[경남 남해] 남해대교유람선,* 1) 기상악화/천재지변/선박문제/관할 경찰의 출입항 통제 등의    - 문제로 인해 운항이 불가능하여 취소되는 경우    - 전액 환불  * 2) 예약 후 개인사정으로 인하여 예약취소 및 변심 또는 지연 도착으로 인한 승선불가    - 출항 2일 전 : 전액 환불    - 출항 1일 전 : 70% 환불    - 당일 : 환불 불가
82182,[강원네이처로드]전원풍경 드라이브길 평창횡성패스,"* 1. 유효기간 내 취소접수 시, 100% 환불. * 2. 유효기간 종료 후 환불불가. * 3. 부분취소 불가. * 4. 취소환불문의처 : 구매처 고객센터. * 5. 취소환불규정 예외사항 적용불가 (개인사, 질병 등)"
82183,[강원네이처로드]깊은산 드라이브길 정선태백패스,"* 1. 유효기간 내 취소접수 시, 100% 환불. * 2. 유효기간 종료 후 환불불가. * 3. 부분취소 불가. * 4. 취소환불문의처 : 구매처 고객센터. * 5. 취소환불규정 예외사항 적용불가 (개인사, 질병 등)"
82184,[강원네이처로드] 굽이굽이 드라이브길 영월정선패스,"* 1. 유효기간 내 취소접수 시, 100% 환불. * 2. 유효기간 종료 후 환불불가. * 3. 부분취소 불가. * 4. 취소환불문의처 : 구매처 고객센터. * 5. 취소환불규정 예외사항 적용불가 (개인사, 질병 등)"
82185,[강원네이처로드]호수드라이브길 춘천양구패스,"* 1. 유효기간 내 취소접수 시, 100% 환불. * 2. 유효기간 종료 후 환불불가. * 3. 부분취소 불가. * 4. 취소환불문의처 : 구매처 고객센터. * 5. 취소환불규정 예외사항 적용불가 (개인사, 질병 등)"
82440,[전남 여수] 테디베어 뮤지엄,"* 취소/환불 요청 시 사용 여부 확인 후 환불 가능합니다. * 부분 사용 및 부분 취소/환불 불가   - ※ 구매 수량만큼 한 번에 발권되며 부분 발권은 불가하니 부분 환불을 원하신다면 이용전 전체 취소 후 재구매하시기 바랍니다.(3매 구매 후 2매 또는 1매 분할 사용 불가) * 환불 요청 시 환불 완료까지 영업일 기준 2~3일(토, 일, 공휴일 제외) 소요됩니다. * 사용하신 티켓은 취소, 환불 불가합니다."
82441,[광주] 메가박스 첨단+제휴 PC방 PKG,"* 취소/환불 요청 시 사용여부 확인 후 환불 가능합니다. * 환불요청 시 환불완료까지 영업일기준 2~3일(토,일,공휴일 제외) 소요됩니다. * 취소/환불 접수는 구매하신 쇼핑몰의 구매내역에서 접수 또는 쇼핑몰 고객센터에 문의바랍니다. * 사용하신 티켓은 취소, 환불 불가합니다. * 부분 취소/환불 불가합니다."
82442,[강원 춘천] 의암호 물레길 카누체험,"* 체험일 3일 전 취소 : 100% 환불 * 체험일 2일 전 취소 : 80% 환불 * 체험일 1일 전 취소 : 70% 환불 * 당일 취소 및 변경 불가 * 휴무 및 공휴일은 날짜에서 제외됩니다.  * 폭우, 강품 등 기상여건으로 인하여 체험이 불가할 경우 100% 환불진행됩니다. * 유효기간 이후 환불 불가합니다."
82443,[제주] 밀라네사 뷔페,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82444,[제주 서귀포] 중문오프로드체험장,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82445,[제주 서귀포] 짝꿍아로마마사지 중문점,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82446,[경기 용인] ★특가★ 에버랜드 종일이용권 (~3/31),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 이후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.
82447,[제주] 바다체험장,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82452,[제주] 토스카나호텔 까보스코 레스토랑 다이닝 디너,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82453,[제주] 토스카나호텔 까보스코 레스토랑 조식뷔페,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82454,[제주] 성산투명카약문보트,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82455,[인천] 파라다이스시티 씨메르 아쿠아스파권 특가 (~4/30),* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
82456,[제주] 토스카나호텔 힐링 맘 패키지,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82459,[제주] 진돼지+본초족욕,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82460,[제주] 짝꿍아로마마사지 제주점,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82461,[제주] 중문마사지,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82462,[제주 서귀포] 천지연무태장어 난산본점,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82526,[제주] 신화월드 테마파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82527,[서울] 코엑스아쿠아리움 오전/오후 1인권 특가★,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82528,[인천 중구] ★특가★파라다이스시티 원더박스 4인 패밀리권,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
82529,[제주] 신화월드 워터파크,* 유효기간 내 취소/환불 가능 * 부분 환불 불가 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82530,[제주 조천] 오름 승마랜드,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82534,[경기 화성] 동탄 디스커버리 네이처스케이프,* 미사용티켓 100% 환불 * 사용완료 티켓 환불 불가  * 입장 후 환불 불가 * 취소 환불 문의처 : 구매처 고객센터 (큐패스코리아 1522-0197)
82535,[제주] 마을체험 고산마을 왕지케 양조장 증류주 만들기 체험,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82536,[인천 중구] ★특가★파라다이스시티 원더박스 2인 캔디세트권,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
82537,[제주] 마을체험 저지마을 수제피자 만들기체험,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82538,[제주] 제주 오메오메 디저트,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82539,[제주 애월] 마을체험 알제이 도마만들기 체험,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82540,[제주] 바다하늘 패러글라이딩,* 미사용티켓 환불 가능   - 사전예약 후 취소 시 환불 수수료가 부과될 수 있음 * 예약일 하루 전 취소: 판매금액에 20% 수수료 부과 * 예약일 당일 취소: 판매금액에 50% 수수료부과 * 해당상품은 중복할인 적용 불가합니다.
82541,[제주] 제주 청우식당,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82542,[제주] 제주담아 전동바이크,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82543,[제주] 제주연동흑돼지숯불구이,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82546,[대구경북] 핫플레이스 청도 무아 마운틴 테마파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82547,[전남 여수] 테디베어 뮤지엄+유월드,"* 취소/환불 요청 시 사용 여부 확인 후 환불 가능합니다. * 부분 사용 및 부분 취소/환불 불가 * 구매 수량만큼 한 번에 발권되며 부분 발권은 불가하니 부분 환불을 원하신다면 이용전 전체 취소 후 재구매하시기 바랍니다.(3매 구매 후 2매 또는 1매 분할 사용 불가) * 환불 요청 시 환불 완료까지 영업일 기준 2~3일(토, 일, 공휴일 제외) 소요됩니다. * 사용하신 티켓은 취소, 환불 불가합니다."
82548,[제주] 힐링 야생화 정원 방림원,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82549,[경주] 보문호수 위 다이나믹한 즐거움 경주 루지월드,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82550,[제주] 귤당리 카페 이용권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82551,[제주] 다이나믹 메이즈,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82552,[제주] 산방산 탄산온천,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82553,[제주] 노리매,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82554,[제주] 하늘여행 행글라이더 체험,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82555,[제주 한림] 새별 ATV,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82556,[제주] 훈데르트바서파크,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
82557,[제주] 비양도 도항선 2천년호,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82558,[제주] 이어도관광승마장,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82559,[제주] 우도 카페 아이니 ZOO,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82560,[제주] 더 힐링타임 족욕체험,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82561,[제주] 뷰제주하늘 ATV 승마,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82562,[제주] 중문레져 UTV,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82563,[제주] 열대과일농장 유진팡,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82564,"[제주] 드르쿰다 카페 자유이용권 (드르쿰다 in 성산, 목장카페드르쿰다)",* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82565,[제주] 탐라승마장,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82566,[제주] 알프스승마장 포니,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82567,[경기 가평] 캠프통 포레스트 C그라운드 이용권 특가,* 구매 후 유효기간 내 미사용 시 100% 환불
82568,[제주 안덕] 카파이 풋 셀프족욕,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82569,[서울/부산] 키자니아 어린이 체험테마파크 3월 특가,"* 유효기간 내에 취소 시 관리자 승인 후 전액 환불 가능합니다.(단,사용전티켓에 한함) * 단, 키자니아 홈페이지에 이용권을 등록/예약하였거나 이미 사용하신 티켓은 환불이 불가합니다. * 환불 희망 시, 반드시 키자니아 홈페이지에서 등록하신 이용권을 삭제 후 취소(환불)신청 하셔야 합니다. * 환불 접수 후 처리는 2~3일 정도 소요됩니다.    * [상품취소방법 안내]   - 키자니아 홈페이지 로그인   - 마이페이지 접속   - 예약확인 취소 메뉴 클릭   - 등록 한 예매번호 확인 후 취소   - 쿠폰 이용권 메뉴 클릭   - 등록 된 이용권 삭제"
82570,[제주] 센트럴파크+세그웨이 고카트,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82571,[경북 경산] 백자산온천,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82572,[경주] 입실온천앤골프이용권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82573,[김해] 가야랜드 엔젤파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82574,[부산] 해운대 스파마린 사우나,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82575,[대구] 아이스파크 락 아이스링크장,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82576,[울산 중구] 피터스원 키즈파크&스노우아이스파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82577,[제주] 건강과 성 박물관,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82578,[경북 경주] 경주 보문 자전거&킥보드 투어,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82579,"[경주] 야경명소, 엑스포대공원 루미나이트",* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82580,[경산] 팔공산 갓바위 워터피아,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82581,[대전] 뉴하이랜드 사우나찜질방 이용권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82586,[충남 아산] 아산 퍼스트 빌리지 공룡월드(워킹공룡쇼+마술쇼+백악기 관람까지),* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82587,[대구] 아이니테마파크 실내동물원,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82588,[부산 해운대] 센텀 렛츠볼 볼링장,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82589,[대전] 티놀자 애니멀파크,* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82590,[전주] 인스타찜질방,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82591,[전주] 전주난장 추억의 7080,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82592,[제주] 소인국 테마파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82593,[제주 서귀포] 제주아리랑 낙타트래킹,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82594,[전남 보성] 비봉공룡테마파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82595,[경북 경주] 더케이호텔 스파월드,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82596,[제주] 유리의 성&마법의 숲,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82597,[제주] 토이파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82598,[제주] 중문카트,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82599,[경주] 또봇정크아트(경주엑스포통합이용권 포함),* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82600,[제주] 점보빌리지 코끼리 테마쇼,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82601,[제주] 조은승마장,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82604,[경주] 키덜트뮤지엄,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82605,[제주 서귀포] 산방산 유람선,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82606,비발디파크 오션월드 하이1/하이2 시즌 종일권 (~7/15),* 본 상품은 사용기간내 100% 환불 가능 * 부분환불 및 중복할인 불가 * 사용한 티켓 환불 불가
82607,[부산 해운대] 부산 요트투어 아이러브유요트 퍼블릭 투어/ 프라이빗투어,* [예약 전 환불 규정] * 유효기간 내 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.  * [예약 후 환불 규정] * ※해당 티켓은 예약시 사용처리 됩니다. * 예약일 4일전 취소시 100% 환불 * 예약일 2일전 취소시 50% 환불 * 예약일 1일전 취소시 30%환불 * 당일취소 및 노쇼 환불 불가 * 구매 후 시간 변경 및 날짜변경 불가
82609,[야놀자라이브★] 경주월드 연간이용권,* 기간 내 취소요청시 미사용티켓 100% 환불 가능 * 유효기간 종료 후 미사용 티켓 100% 환불 * 연간이용권 등록 후 환불불가 * 사용한 티켓 환불 불가
82610,[야놀자라이브★] 경주월드 자유이용권 2인/3인,* 기간 내 취소요청시 미사용티켓 100% 환불 가능 * 유효기간 종료 후 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
82615,[경남 김해] 부경동물원,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82616,[전남] 영암곤충박물관,"* 1. 유효기간 내 취소접수 시, 100% 환불. * 2. 유효기간 종료 후 환불불가. * 3. 부분취소 불가. * 4. 취소환불문의처 : 구매처 고객센터. * 5. 취소환불규정 예외사항 적용불가 (개인사, 질병 등)"
82617,[경기 남양주] 플레이킹덤 키즈카페,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82618,[제주] 차귀도 달래 배낚시,* 전화 예약 후 3일 전 취소 시 100% 환불 가능 * 전화 예약 후 2일/ 전일/ 당일 취소 시 환불 불가 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82619,[제주 조천] 너도나도 ATV,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82620,[경기] 여주 곤충박물관,"* 1. 유효기간 내 취소접수 시, 100% 환불. * 2. 유효기간 종료 후 환불불가. * 3. 부분취소 불가. * 4. 취소환불문의처 : 구매처 고객센터. * 5. 취소환불규정 예외사항 적용불가 (개인사, 질병 등)"
82621,[인천] 송도 인더쥬 실내동물원,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82622,[제주] 망고스튜디오 수중 촬영 전문 스튜디오,* 촬영 15일 전 취소 : 100% 환불 * 촬영 14~10일 전 취소 : 전액의 70% 환불 * 촬영 9~1일 전 취소 : 전액의 50% 환불 * 촬영 당일 취소 : 전액의 20% 환불 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82623,[홍대] 테이블에이 실내동물원,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82624,[전남 담양] 대나무 숯가마 찜질방,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
